support_id,region_id,support_date,program,education_level,age_group,sex,completed,employment_outcome
1817,8,2023-03-01,Employer matching,Lower secondary,35-44,Male,No,Employed
1818,10,2022-11-01,Employer matching,Master,45-54,Male,Yes,Employed
1819,5,2025-08-01,Job placement,Master,18-24,Male,Yes,Training
1820,2,2022-12-01,Job placement,Upper secondary,18-24,Female,Yes,Employed
1821,5,2024-04-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
1822,8,2022-05-01,Skills training,Master,25-34,Female,Yes,Still unemployed
1823,6,2022-08-01,CV workshop,Lower secondary,45-54,Male,Yes,Still unemployed
1824,9,2025-11-01,Employer matching,Bachelor,45-54,Female,Yes,Still unemployed
1825,7,2023-09-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
1826,10,2023-01-01,Job placement,Upper secondary,25-34,Male,Yes,Training
1827,7,2025-07-01,Skills training,Upper secondary,35-44,Female,No,Still unemployed
1828,2,2025-05-01,Employer matching,Master,18-24,Male,No,Still unemployed
1829,1,2022-12-01,Skills training,Bachelor,25-34,Male,No,Employed
1830,6,2025-01-01,Skills training,Bachelor,18-24,Male,Yes,Employed
1831,10,2023-02-01,Employer matching,Bachelor,18-24,Female,Yes,Employed
1832,5,2025-03-01,Skills training,Upper secondary,35-44,Female,Yes,Employed
1833,1,2023-03-01,Employer matching,Master,35-44,Male,No,Training
1834,7,2024-07-01,Language course,Master,25-34,Male,Yes,Still unemployed
1835,7,2025-11-01,Language course,Bachelor,45-54,Female,Yes,Employed
1836,1,2022-11-01,CV workshop,Upper secondary,35-44,Male,Yes,Still unemployed
1837,7,2022-11-01,Skills training,Lower secondary,25-34,Male,Yes,Training
1838,5,2022-11-01,CV workshop,Master,35-44,Male,Yes,Still unemployed
1839,2,2023-12-01,Employer matching,Bachelor,25-34,Male,No,Training
1840,1,2025-09-01,Employer matching,Bachelor,18-24,Male,Yes,Training
1841,6,2025-05-01,Job placement,Upper secondary,55+,Female,No,Employed
1842,4,2024-03-01,CV workshop,Master,45-54,Female,Yes,Still unemployed
1843,3,2023-11-01,Skills training,Upper secondary,35-44,Male,No,Employed
1844,9,2024-09-01,Job placement,Master,18-24,Female,Yes,Training
1845,3,2025-05-01,Language course,Bachelor,25-34,Female,No,Still unemployed
1846,5,2024-02-01,CV workshop,Doctorate,35-44,Female,No,Still unemployed
1847,6,2024-02-01,Skills training,Lower secondary,25-34,Male,No,Employed
1848,9,2023-05-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
1849,10,2025-09-01,Job placement,Master,35-44,Female,Yes,Employed
1850,1,2024-10-01,Skills training,Upper secondary,45-54,Male,Yes,Still unemployed
1851,3,2024-07-01,Skills training,Master,25-34,Female,Yes,Employed
1852,8,2025-06-01,CV workshop,Upper secondary,45-54,Female,No,Still unemployed
1853,7,2024-07-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
1854,1,2022-12-01,Skills training,Bachelor,25-34,Female,No,Still unemployed
1855,3,2024-10-01,Language course,Master,45-54,Female,Yes,Employed
1856,2,2022-08-01,Job placement,Doctorate,18-24,Female,Yes,Still unemployed
1857,2,2022-09-01,Language course,Doctorate,45-54,Female,No,Employed
1858,9,2022-04-01,Employer matching,Bachelor,25-34,Male,Yes,Training
1859,10,2022-07-01,CV workshop,Bachelor,18-24,Male,No,Employed
1860,1,2025-08-01,Skills training,Bachelor,35-44,Female,No,Training
1861,9,2022-02-01,Job placement,Master,25-34,Female,No,Employed
1862,4,2024-09-01,Job placement,Master,45-54,Male,Yes,Employed
1863,9,2025-07-01,Job placement,Upper secondary,35-44,Male,No,Still unemployed
1864,10,2024-11-01,Language course,Bachelor,45-54,Male,Yes,Employed
1865,5,2022-12-01,CV workshop,Upper secondary,18-24,Male,Yes,Employed
1866,2,2022-03-01,CV workshop,Lower secondary,25-34,Female,Yes,Still unemployed
1867,2,2023-10-01,Skills training,Master,35-44,Female,Yes,Still unemployed
1868,10,2023-08-01,Skills training,Bachelor,45-54,Male,Yes,Employed
1869,8,2025-01-01,Job placement,Bachelor,45-54,Female,No,Employed
1870,2,2022-03-01,Job placement,Upper secondary,25-34,Female,Yes,Still unemployed
1871,9,2025-02-01,Language course,Upper secondary,25-34,Male,Yes,Still unemployed
1872,3,2024-10-01,Employer matching,Bachelor,25-34,Female,No,Still unemployed
1873,1,2023-04-01,Language course,Lower secondary,35-44,Male,No,Employed
1874,7,2023-05-01,CV workshop,Bachelor,18-24,Male,No,Still unemployed
1875,6,2024-10-01,CV workshop,Bachelor,55+,Female,No,Still unemployed
1876,1,2025-12-01,Employer matching,Bachelor,35-44,Male,No,Still unemployed
1877,6,2023-05-01,Language course,Lower secondary,25-34,Male,Yes,Employed
1878,8,2024-11-01,Language course,Upper secondary,35-44,Male,Yes,Still unemployed
1879,4,2024-05-01,Employer matching,Upper secondary,45-54,Female,Yes,Employed
1880,10,2022-07-01,CV workshop,Bachelor,25-34,Female,Yes,Still unemployed
1881,4,2025-04-01,Language course,Master,25-34,Female,Yes,Employed
1882,4,2022-09-01,Employer matching,Master,35-44,Female,Yes,Employed
1883,7,2022-05-01,Skills training,Master,18-24,Male,No,Training
1884,7,2022-06-01,CV workshop,Master,25-34,Male,Yes,Employed
1885,10,2023-07-01,Job placement,Upper secondary,25-34,Male,No,Still unemployed
1886,4,2022-12-01,Skills training,Bachelor,45-54,Female,Yes,Training
1887,2,2023-10-01,Skills training,Master,45-54,Male,Yes,Still unemployed
1888,7,2025-11-01,Skills training,Bachelor,45-54,Female,No,Employed
1889,10,2022-04-01,Skills training,Doctorate,18-24,Female,Yes,Employed
1890,6,2025-12-01,Job placement,Bachelor,18-24,Female,Yes,Still unemployed
1891,6,2023-04-01,Employer matching,Bachelor,55+,Male,Yes,Training
1892,6,2023-02-01,Employer matching,Lower secondary,35-44,Female,Yes,Employed
1893,4,2022-04-01,Language course,Lower secondary,25-34,Female,Yes,Employed
1894,1,2022-12-01,CV workshop,Lower secondary,35-44,Female,Yes,Still unemployed
1895,10,2025-11-01,Employer matching,Upper secondary,35-44,Female,Yes,Employed
1896,7,2023-01-01,Job placement,Bachelor,35-44,Female,No,Training
1897,8,2025-03-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
1898,6,2024-01-01,Skills training,Lower secondary,35-44,Male,Yes,Training
1899,4,2022-02-01,Language course,Bachelor,18-24,Male,Yes,Employed
1900,4,2023-12-01,Job placement,Master,45-54,Female,Yes,Still unemployed
1901,3,2022-05-01,Language course,Lower secondary,45-54,Female,Yes,Employed
1902,5,2023-10-01,Employer matching,Bachelor,45-54,Male,Yes,Still unemployed
1903,2,2023-12-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
1904,4,2022-04-01,Language course,Master,25-34,Male,Yes,Still unemployed
1905,10,2024-05-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
1906,3,2023-01-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
1907,3,2025-03-01,Language course,Bachelor,25-34,Female,Yes,Employed
1908,2,2023-10-01,CV workshop,Master,45-54,Male,No,Still unemployed
1909,9,2025-06-01,Employer matching,Bachelor,18-24,Female,Yes,Still unemployed
1910,3,2022-11-01,Skills training,Doctorate,18-24,Male,No,Employed
1911,9,2024-08-01,CV workshop,Upper secondary,45-54,Female,Yes,Training
1912,2,2024-06-01,Employer matching,Master,25-34,Female,Yes,Still unemployed
1913,4,2022-01-01,Language course,Lower secondary,45-54,Male,Yes,Employed
1914,1,2022-08-01,Employer matching,Upper secondary,35-44,Female,No,Still unemployed
1915,7,2023-02-01,Language course,Bachelor,35-44,Male,No,Still unemployed
1916,8,2023-06-01,Employer matching,Upper secondary,18-24,Female,Yes,Employed
1917,9,2025-07-01,Skills training,Lower secondary,25-34,Male,Yes,Employed
1918,1,2025-01-01,Skills training,Upper secondary,45-54,Male,Yes,Training
1919,9,2022-10-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
1920,4,2024-05-01,CV workshop,Bachelor,25-34,Male,Yes,Still unemployed
1921,2,2022-03-01,CV workshop,Upper secondary,18-24,Female,Yes,Employed
1922,7,2025-08-01,Job placement,Master,18-24,Male,Yes,Still unemployed
1923,4,2024-10-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1924,8,2023-02-01,CV workshop,Doctorate,25-34,Male,Yes,Employed
1925,4,2024-09-01,Skills training,Bachelor,25-34,Male,Yes,Employed
1926,1,2022-01-01,CV workshop,Master,45-54,Male,No,Still unemployed
1927,9,2023-01-01,Language course,Bachelor,25-34,Female,Yes,Employed
1928,9,2024-01-01,Job placement,Upper secondary,25-34,Female,No,Still unemployed
1929,6,2024-07-01,Employer matching,Bachelor,18-24,Male,Yes,Employed
1930,1,2022-11-01,Skills training,Upper secondary,45-54,Female,Yes,Employed
1931,5,2024-04-01,Job placement,Master,25-34,Female,Yes,Employed
1932,6,2022-06-01,CV workshop,Master,55+,Female,Yes,Employed
1933,8,2022-07-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
1934,9,2022-01-01,Skills training,Upper secondary,25-34,Male,Yes,Training
1935,10,2025-01-01,Employer matching,Upper secondary,18-24,Male,No,Still unemployed
1936,5,2024-05-01,Skills training,Upper secondary,35-44,Female,No,Employed
1937,8,2022-11-01,Language course,Lower secondary,35-44,Female,Yes,Employed
1938,10,2023-07-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
1939,4,2025-02-01,Language course,Master,25-34,Male,Yes,Employed
1940,8,2023-04-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
1941,10,2023-01-01,Job placement,Bachelor,25-34,Female,Yes,Employed
1942,4,2023-07-01,CV workshop,Lower secondary,25-34,Male,Yes,Training
1943,2,2022-11-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
1944,1,2025-01-01,Skills training,Upper secondary,45-54,Male,No,Employed
1945,3,2025-07-01,Language course,Upper secondary,35-44,Female,Yes,Employed
1946,9,2022-12-01,Job placement,Lower secondary,45-54,Male,No,Still unemployed
1947,6,2025-09-01,Job placement,Bachelor,35-44,Female,No,Still unemployed
1948,9,2024-01-01,Skills training,Bachelor,25-34,Male,Yes,Employed
1949,7,2024-08-01,Job placement,Upper secondary,55+,Male,No,Still unemployed
1950,7,2025-12-01,Job placement,Upper secondary,25-34,Female,Yes,Still unemployed
1951,1,2025-08-01,Employer matching,Bachelor,55+,Female,Yes,Still unemployed
1952,4,2022-03-01,Skills training,Bachelor,55+,Female,Yes,Still unemployed
1953,5,2022-06-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
1954,6,2024-08-01,Employer matching,Master,25-34,Male,Yes,Still unemployed
1955,8,2024-06-01,Skills training,Bachelor,25-34,Female,Yes,Still unemployed
1956,1,2024-09-01,Job placement,Master,35-44,Male,No,Still unemployed
1957,7,2022-09-01,Job placement,Master,25-34,Female,Yes,Employed
1958,5,2023-09-01,CV workshop,Bachelor,45-54,Male,Yes,Employed
1959,10,2023-12-01,Job placement,Upper secondary,55+,Female,No,Still unemployed
1960,10,2025-03-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
1961,2,2024-08-01,CV workshop,Bachelor,18-24,Male,No,Training
1962,3,2024-09-01,CV workshop,Upper secondary,55+,Male,No,Still unemployed
1963,9,2023-05-01,Language course,Upper secondary,25-34,Female,Yes,Still unemployed
1964,7,2024-11-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
1965,1,2022-05-01,Job placement,Bachelor,35-44,Male,Yes,Employed
1966,2,2022-07-01,Skills training,Bachelor,45-54,Male,No,Still unemployed
1967,3,2023-09-01,Employer matching,Doctorate,25-34,Male,Yes,Employed
1968,8,2024-03-01,CV workshop,Bachelor,18-24,Female,Yes,Still unemployed
1969,3,2023-02-01,Language course,Upper secondary,35-44,Female,Yes,Still unemployed
1970,5,2022-09-01,CV workshop,Master,25-34,Male,Yes,Employed
1971,9,2024-01-01,CV workshop,Doctorate,35-44,Female,Yes,Employed
1972,4,2022-04-01,Employer matching,Upper secondary,25-34,Female,Yes,Employed
1973,6,2022-11-01,Language course,Master,18-24,Male,No,Employed
1974,6,2023-09-01,Job placement,Master,18-24,Female,Yes,Still unemployed
1975,6,2024-01-01,Language course,Upper secondary,35-44,Male,No,Still unemployed
1976,9,2022-05-01,Employer matching,Lower secondary,35-44,Female,Yes,Still unemployed
1977,10,2025-03-01,Skills training,Bachelor,18-24,Male,Yes,Training
1978,9,2022-01-01,Skills training,Doctorate,25-34,Male,Yes,Employed
1979,6,2023-12-01,Skills training,Upper secondary,35-44,Female,Yes,Employed
1980,4,2025-11-01,CV workshop,Master,25-34,Female,No,Still unemployed
1981,9,2025-08-01,Skills training,Upper secondary,35-44,Female,No,Still unemployed
1982,7,2025-07-01,Employer matching,Bachelor,55+,Male,Yes,Employed
1983,8,2024-11-01,Language course,Bachelor,25-34,Female,Yes,Employed
1984,4,2022-09-01,Language course,Upper secondary,45-54,Male,Yes,Still unemployed
1985,10,2024-07-01,Skills training,Lower secondary,25-34,Male,Yes,Training
1986,5,2022-08-01,Employer matching,Upper secondary,35-44,Female,Yes,Still unemployed
1987,3,2025-11-01,Skills training,Upper secondary,45-54,Male,Yes,Training
1988,7,2023-05-01,Skills training,Upper secondary,45-54,Female,No,Training
1989,3,2022-03-01,Job placement,Bachelor,25-34,Female,Yes,Employed
1990,3,2022-06-01,CV workshop,Bachelor,45-54,Female,Yes,Employed
1991,4,2022-05-01,Language course,Upper secondary,25-34,Male,No,Employed
1992,4,2023-05-01,CV workshop,Upper secondary,35-44,Female,No,Still unemployed
1993,2,2022-09-01,Employer matching,Bachelor,35-44,Female,No,Still unemployed
1994,2,2024-10-01,Employer matching,Master,35-44,Male,Yes,Employed
1995,9,2024-10-01,CV workshop,Bachelor,18-24,Female,Yes,Training
1996,7,2022-12-01,Employer matching,Upper secondary,45-54,Female,Yes,Training
1997,3,2022-06-01,CV workshop,Lower secondary,25-34,Female,No,Employed
1998,9,2025-02-01,CV workshop,Master,18-24,Female,Yes,Employed
1999,1,2022-03-01,Job placement,Bachelor,25-34,Male,No,Employed
2000,10,2025-09-01,Employer matching,Lower secondary,18-24,Female,Yes,Training
2001,8,2023-02-01,Language course,Master,18-24,Female,Yes,Still unemployed
2002,10,2022-02-01,CV workshop,Upper secondary,25-34,Male,Yes,Still unemployed
2003,5,2024-11-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
2004,8,2024-02-01,Skills training,Bachelor,45-54,Female,Yes,Employed
2005,3,2025-07-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
2006,5,2022-04-01,Skills training,Upper secondary,45-54,Male,Yes,Employed
2007,10,2023-08-01,Skills training,Bachelor,35-44,Female,Yes,Employed
2008,9,2024-03-01,Language course,Upper secondary,25-34,Female,Yes,Still unemployed
2009,6,2023-04-01,Skills training,Lower secondary,18-24,Female,No,Still unemployed
2010,3,2022-02-01,Job placement,Lower secondary,45-54,Female,No,Employed
2011,5,2022-06-01,Skills training,Bachelor,35-44,Male,No,Still unemployed
2012,6,2023-12-01,Skills training,Doctorate,25-34,Female,Yes,Employed
2013,7,2024-02-01,Language course,Bachelor,25-34,Male,Yes,Employed
2014,10,2023-09-01,Job placement,Doctorate,35-44,Female,Yes,Employed
2015,1,2024-06-01,Job placement,Master,45-54,Female,Yes,Employed
2016,6,2025-10-01,Employer matching,Master,35-44,Male,Yes,Still unemployed
2017,4,2022-04-01,Job placement,Bachelor,25-34,Female,Yes,Employed
2018,7,2022-09-01,CV workshop,Bachelor,18-24,Female,Yes,Employed
2019,3,2024-01-01,CV workshop,Bachelor,25-34,Male,Yes,Employed
2020,7,2022-06-01,Language course,Lower secondary,35-44,Male,Yes,Still unemployed
2021,1,2023-08-01,Language course,Lower secondary,35-44,Female,Yes,Still unemployed
2022,9,2022-04-01,Skills training,Doctorate,35-44,Male,Yes,Employed
2023,4,2022-03-01,Job placement,Bachelor,35-44,Male,Yes,Training
2024,1,2022-07-01,Skills training,Master,35-44,Male,No,Employed
2025,6,2022-06-01,Employer matching,Upper secondary,25-34,Male,No,Still unemployed
2026,4,2024-05-01,Skills training,Upper secondary,18-24,Male,Yes,Employed
2027,10,2024-05-01,Language course,Lower secondary,25-34,Male,Yes,Training
2028,10,2025-11-01,Employer matching,Master,25-34,Female,Yes,Employed
2029,7,2025-06-01,Skills training,Upper secondary,25-34,Female,No,Training
2030,10,2024-05-01,Skills training,Master,25-34,Female,Yes,Employed
2031,2,2025-09-01,Employer matching,Master,25-34,Male,No,Still unemployed
2032,6,2024-08-01,Skills training,Lower secondary,25-34,Female,Yes,Still unemployed
2033,8,2025-09-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
2034,4,2024-06-01,CV workshop,Bachelor,25-34,Male,No,Employed
2035,5,2025-05-01,Language course,Master,35-44,Male,No,Employed
2036,9,2022-09-01,Skills training,Master,35-44,Male,Yes,Still unemployed
2037,9,2025-11-01,Job placement,Bachelor,35-44,Female,Yes,Employed
2038,9,2025-10-01,CV workshop,Bachelor,55+,Male,No,Still unemployed
2039,8,2022-03-01,CV workshop,Doctorate,25-34,Female,No,Still unemployed
2040,3,2025-12-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
2041,2,2023-08-01,Employer matching,Upper secondary,45-54,Female,Yes,Still unemployed
2042,8,2022-08-01,Skills training,Upper secondary,25-34,Female,Yes,Employed
2043,1,2024-11-01,Employer matching,Upper secondary,25-34,Male,Yes,Still unemployed
2044,10,2022-12-01,Skills training,Lower secondary,35-44,Female,Yes,Training
2045,3,2024-09-01,Skills training,Master,18-24,Female,Yes,Employed
2046,5,2024-04-01,Language course,Bachelor,45-54,Female,Yes,Employed
2047,10,2024-08-01,Language course,Master,45-54,Female,Yes,Employed
2048,1,2025-09-01,CV workshop,Doctorate,55+,Female,Yes,Training
2049,6,2024-10-01,Employer matching,Upper secondary,25-34,Male,No,Training
2050,9,2024-04-01,Language course,Master,25-34,Female,Yes,Employed
2051,2,2023-01-01,Employer matching,Master,18-24,Male,No,Still unemployed
2052,7,2023-07-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
2053,8,2022-08-01,CV workshop,Lower secondary,25-34,Male,No,Still unemployed
2054,8,2023-07-01,CV workshop,Lower secondary,25-34,Male,Yes,Employed
2055,3,2022-01-01,CV workshop,Master,18-24,Male,Yes,Still unemployed
2056,7,2023-08-01,Language course,Doctorate,55+,Female,No,Training
2057,6,2022-01-01,CV workshop,Upper secondary,45-54,Male,Yes,Employed
2058,5,2025-09-01,Job placement,Bachelor,35-44,Male,Yes,Employed
2059,5,2023-01-01,CV workshop,Upper secondary,45-54,Female,No,Still unemployed
2060,10,2025-02-01,Job placement,Master,45-54,Male,Yes,Training
2061,1,2022-07-01,CV workshop,Lower secondary,25-34,Female,Yes,Still unemployed
2062,7,2025-03-01,Employer matching,Upper secondary,25-34,Male,Yes,Employed
2063,6,2022-02-01,Language course,Doctorate,25-34,Female,Yes,Training
2064,6,2022-03-01,CV workshop,Upper secondary,18-24,Male,No,Employed
2065,9,2023-02-01,Job placement,Bachelor,35-44,Female,No,Still unemployed
2066,6,2023-03-01,Language course,Bachelor,18-24,Male,Yes,Training
2067,9,2025-03-01,Skills training,Upper secondary,35-44,Female,Yes,Training
2068,8,2025-02-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
2069,9,2024-02-01,CV workshop,Master,18-24,Female,No,Still unemployed
2070,7,2022-06-01,Skills training,Bachelor,25-34,Male,Yes,Still unemployed
2071,1,2025-03-01,Language course,Upper secondary,45-54,Female,Yes,Employed
2072,1,2023-01-01,Employer matching,Master,35-44,Male,No,Employed
2073,6,2024-09-01,Employer matching,Upper secondary,45-54,Female,No,Still unemployed
2074,3,2025-04-01,Employer matching,Master,25-34,Male,No,Employed
2075,3,2022-12-01,Job placement,Master,35-44,Male,Yes,Employed
2076,6,2024-03-01,CV workshop,Master,18-24,Female,Yes,Still unemployed
2077,5,2024-12-01,Job placement,Master,25-34,Male,Yes,Still unemployed
